Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_neutral_m1,feature_neutral_m2,feature_hdil_min,feature_hdil_max,feature_hdil_median,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
prnn_fglass-952.arff,9,6,214,0.00000000,0.00000000,0.00000000,4.45875430,0.00000000,1.25842310,2.46169840,0.00000000,0.56618820,0.41235000,0.20333300,-0.93233560,0.00000000,0.56618820,0.41235000,0.19289860,-0.78372640,0.61131360,0.61830970,0.61024770,0.61955000,0.61024770,0.60465120,0.61024770
emotions-40589.arff,77,2,593,0.00000000,0.00000000,0.00000000,38.26276930,0.00000000,11.75706100,2.88795650,0.00000000,0.27409170,0.03581750,0.06936380,1.00424630,0.00000000,0.27409170,0.03581750,0.06891780,0.98482540,0.58684620,0.58921960,0.58980840,0.58712840,0.59020150,0.58837730,0.59424260
meta-757.arff,21,2,528,0.00000000,0.00000000,0.00000000,10.47428190,0.00000000,2.69292510,2.84876680,0.00000000,0.11792150,0.04881010,0.03373520,0.46917280,0.00000000,0.11792150,0.04881010,0.03295960,0.43645840,0.60478890,0.61035600,0.60489490,0.59810430,0.59810430,0.60470600,0.59810430
kc1-top5-1045.arff,94,2,145,0.00000000,0.00000000,0.00000000,46.97497620,0.00000000,10.50392400,4.47213600,0.00000000,0.13744400,0.00000000,0.04816720,0.67634650,0.00000000,0.13744400,0.00000000,0.04791310,0.66561860,0.59996800,0.60213930,0.59615600,0.60689660,0.60000000,0.59972150,0.60000000
colic-27.arff,22,2,368,0.00000000,0.00000000,0.00000000,10.76032670,0.00000000,3.68757310,2.15748070,0.00000000,0.28401010,0.02724860,0.06328140,2.64731900,0.00000000,0.28401010,0.02724860,0.06189050,2.47095300,0.62846300,0.62615170,0.62181870,0.62992860,0.62864440,0.61142760,0.61093430
fri_c4_500_100-742.arff,100,2,500,0.00000000,0.00000000,0.00000000,49.97070380,0.00000000,17.95203500,2.12420250,0.00000000,0.39014730,0.00000000,0.04547430,7.34742080,0.00000000,0.39014730,0.00000000,0.04524870,7.23783280,0.74747090,0.65513670,0.65959900,0.71173850,0.74747090,0.74747090,0.74747090
credit-approval-29.arff,15,2,690,0.00000000,0.00000000,0.00000000,7.02605610,0.00000000,2.64898170,1.68035880,0.00042270,0.42570940,0.04945590,0.11130250,2.20053570,0.00042270,0.42570940,0.04945590,0.10776810,1.98734160,0.61768830,0.61800870,0.61540500,0.61830360,0.61739130,0.61739130,0.61739130
kc1-binary-1066.arff,94,2,145,0.00000000,0.00000000,0.00000000,46.94999090,0.00000000,16.89509070,2.12411940,0.00000000,0.32736740,0.22281460,0.12176970,-0.44502990,0.00000000,0.32736740,0.22281460,0.12112710,-0.43797100,0.62192890,0.64131310,0.64864180,0.63448280,0.60879600,0.60661800,0.60375340
autoUniv-au7-500-1554.arff,12,5,500,0.00000000,0.00000000,0.00000000,5.93614430,0.00000000,1.95087350,2.16229490,0.00000000,0.08432910,0.00000000,0.02680030,1.88772260,0.00000000,0.08432910,0.00000000,0.02574890,1.66039770,0.60065070,0.61077920,0.61429090,0.61429090,0.57822320,0.59200000,0.60822320
bridges-1007.arff,12,2,107,0.00000000,0.00000000,0.00000000,5.83643810,0.00000000,2.36009360,1.19663560,0.00000000,0.97713400,0.12724940,0.28329640,2.00846430,0.00000000,0.97713400,0.12724940,0.27218240,1.76659940,0.74126060,0.74442930,0.74306040,0.74625000,0.71834310,0.63680260,0.73953490
dresses-sales-23381.arff,12,2,500,0.00000000,0.00000000,0.00000000,5.96139930,0.00000000,1.92764510,2.18320680,0.00000000,0.05042730,0.02060980,0.01683900,0.25006280,0.00000000,0.05042730,0.02060980,0.01617840,0.21994960,0.62661220,0.62653020,0.61941280,0.62741280,0.59341280,0.62600000,0.62600000
schizo-466.arff,14,2,340,0.00000000,0.00000000,0.00000000,6.95577500,0.00000000,2.08848960,2.36080140,0.00000000,0.45641020,0.00000000,0.12121940,3.69275570,0.00000000,0.45641020,0.00000000,0.11710900,3.31008950,0.68823530,0.66997940,0.63645310,0.68823530,0.60372930,0.68823530,0.59705880
fri_c4_1000_10-751.arff,10,2,1000,0.00000000,0.00000000,0.00000000,4.87746150,0.00000000,1.71279240,1.75062170,0.00000000,0.35226490,0.00000000,0.12462610,1.84795570,0.00000000,0.35226490,0.00000000,0.11882630,1.58216520,0.66057670,0.66057670,0.63817300,0.66057670,0.66057670,0.66057670,0.66057670
backache-463.arff,32,2,180,0.00000000,0.00000000,0.00000000,15.98210500,0.00000000,5.13368230,2.22917960,0.00000000,0.06095310,0.00388700,0.01745610,1.25817150,0.00000000,0.06095310,0.00388700,0.01718960,1.20016830,0.61533400,0.61360280,0.61464530,0.60555560,0.60726710,0.60469880,0.61025440
TuningSVMs-41977.arff,91,2,156,0.00000000,0.00000000,0.00000000,45.42284370,0.00000000,16.33251070,2.12573310,0.00000000,0.95204030,0.00000000,0.10980200,6.75699420,0.00000000,0.95204030,0.00000000,0.10920360,6.64630520,0.65781410,0.67309910,0.68781920,0.67741930,0.63466280,0.62492000,0.64966810
dataset-autoHorse_fixed-42223.arff,68,186,201,0.00000000,0.00000000,0.00000000,33.98361790,0.00000000,7.59896800,4.47213600,0.00000000,5.65552240,0.00000000,1.77452340,1.36500090,0.00000000,5.65552240,0.00000000,1.76161760,1.33513740,0.60473650,0.60418360,0.59813430,0.60000000,0.60000000,0.60420940,0.60000000
fri_c0_100_50-850.arff,50,2,100,0.00000000,0.00000000,0.00000000,24.96839450,0.00000000,10.01661330,1.33242490,0.00000000,0.15824920,0.00000000,0.03022050,4.85273840,0.00000000,0.15824920,0.00000000,0.02992270,4.70875150,0.67286300,0.70126640,0.71754500,0.66000000,0.67415090,0.64946540,0.64946540
cleve-40710.arff,13,2,303,0.00000000,0.00000000,0.00000000,6.38159370,0.00000000,2.00096390,2.36125430,0.00000000,0.21325070,0.11683380,0.07980300,0.01463350,0.00000000,0.21325070,0.11683380,0.07690010,0.01300350,0.59081520,0.58983490,0.58474090,0.59103810,0.56558040,0.56835590,0.57812930
fri_c0_500_25-926.arff,25,2,500,0.00000000,0.00000000,0.00000000,12.30871930,0.00000000,4.42679230,1.73449140,0.00000000,0.15226300,0.00000000,0.04104550,2.25807560,0.00000000,0.15226300,0.00000000,0.04024840,2.12537200,0.64654820,0.64313330,0.63136290,0.65080220,0.64164970,0.64629420,0.64680220
fri_c1_250_10-935.arff,10,2,250,0.00000000,0.00000000,0.00000000,4.89004580,0.00000000,1.72424510,1.76941890,0.00000000,0.39090890,0.00000000,0.14519900,1.62534680,0.00000000,0.39090890,0.00000000,0.13844190,1.39157400,0.70057670,0.70057670,0.68876060,0.70057670,0.70057670,0.70057670,0.70057670
fri_c4_1000_50-797.arff,50,2,1000,0.00000000,0.00000000,0.00000000,24.95567290,0.00000000,8.68787300,2.13484570,0.00000000,0.36134270,0.00000000,0.06367840,4.77106730,0.00000000,0.36134270,0.00000000,0.06305100,4.62950370,0.72481890,0.68759130,0.66933490,0.72870230,0.72490510,0.72231780,0.72490510
dermatology-1010.arff,34,2,366,0.00000000,0.00000000,0.00000000,16.97106940,0.00000000,4.95421430,2.90684380,0.00000000,0.78209640,0.11365120,0.20464570,1.60357500,0.00000000,0.78209640,0.11365120,0.20170100,1.53393490,0.60000000,0.59698390,0.59833600,0.60000000,0.59645730,0.59645730,0.60000000
dermatology-35.arff,34,6,366,0.00000000,0.00000000,0.00000000,16.91969200,0.00000000,5.95592540,2.13057380,0.09328060,0.86312690,0.42703070,0.22882240,0.06461060,0.09328060,0.86312690,0.42703070,0.22552980,0.06180460,0.59115450,0.59480690,0.59454700,0.60358060,0.56988940,0.55526160,0.56896020
fri_c1_1000_50-837.arff,50,2,1000,0.00000000,0.00000000,0.00000000,24.97597710,0.00000000,8.72291930,2.13070550,0.00000000,0.33401660,0.00000000,0.06034800,4.71714630,0.00000000,0.33401660,0.00000000,0.05975340,4.57718260,0.73738550,0.68514490,0.65558320,0.72531780,0.73790510,0.73790510,0.73790510
flags-285.arff,29,8,194,0.00000000,0.00000000,0.00000000,14.28395580,0.00000000,5.49614210,1.64889530,0.00000000,2.32168340,0.12810520,0.43483470,4.14743800,0.00000000,2.32168340,0.12810520,0.42752610,3.93678170,0.63509950,0.64347110,0.62725670,0.62878290,0.62880970,0.61339830,0.63278850
heart-c-49.arff,13,5,303,0.00000000,0.00000000,0.00000000,6.30324210,0.00000000,1.92229710,2.88846030,0.00000000,0.21162780,0.11683380,0.07829800,0.00337710,0.00000000,0.21162780,0.11683380,0.07544980,0.00300090,0.59484520,0.59850760,0.60194410,0.59480220,0.58919780,0.58919780,0.59250360
thoracic-surgery-1506.arff,16,2,470,0.00000000,0.00000000,0.00000000,7.92504250,0.00000000,2.42568020,2.42021410,0.00000000,0.02428420,0.00392360,0.00715830,1.89527360,0.00000000,0.02428420,0.00392360,0.00694450,1.72286280,0.60869060,0.60946590,0.60879480,0.61063830,0.60851060,0.59813480,0.59787240
eucalyptus-990.arff,19,2,736,0.00000000,0.00000000,0.00000000,9.39458900,0.00000000,3.35435290,1.89862020,0.00000000,0.16438370,0.06640770,0.04995980,0.25261920,0.00000000,0.16438370,0.06640770,0.04869480,0.23319140,0.64285420,0.65115260,0.64582970,0.65254290,0.63673470,0.63673470,0.63673470
fri_c1_1000_25-917.arff,25,2,1000,0.00000000,0.00000000,0.00000000,12.46535550,0.00000000,4.27643500,2.13984010,0.00000000,0.30945340,0.00000000,0.08287370,3.14722040,0.00000000,0.30945340,0.00000000,0.08126430,2.96226310,0.70550450,0.70518830,0.66616000,0.71329420,0.70564970,0.70564970,0.70564970
pbc-810.arff,18,2,418,0.00000000,0.00000000,0.00000000,8.91958160,0.00000000,3.10075200,2.13169100,0.00000000,0.14852870,0.02101470,0.03976730,1.73655700,0.00000000,0.14852870,0.02101470,0.03870670,1.59575500,0.64290170,0.66314090,0.64710010,0.67185630,0.58846260,0.60958080,0.59654300
autos-975.arff,25,2,205,0.00000000,0.00000000,0.00000000,12.35969750,0.00000000,4.82623200,1.44513260,0.00000000,0.33491230,0.02953710,0.08147380,1.72539100,0.00000000,0.33491230,0.02953710,0.07989160,1.62399240,0.71755540,0.72539190,0.71131410,0.70243900,0.66717390,0.70243900,0.68180800
robot-failures-lp4-1519.arff,90,3,117,0.00000000,0.00000000,0.00000000,44.85800540,0.00000000,15.38746830,2.17333940,0.00000000,0.59798710,0.40363070,0.11612150,-0.60037260,0.00000000,0.59798710,0.40363070,0.11548170,-0.59042910,0.80303540,0.74681880,0.66593520,0.80425530,0.77872340,0.57446810,0.77872340
mw1-1071.arff,37,2,403,0.00000000,0.00000000,0.00000000,18.47059340,0.00000000,4.69882780,3.22756450,0.00000000,0.08681590,0.04890010,0.02995780,-0.29834310,0.00000000,0.08681590,0.04890010,0.02956090,-0.28642320,0.60073830,0.60457300,0.60510310,0.60345270,0.59678160,0.59599930,0.60593710
TuningSVMs-41976.arff,81,2,156,0.00000000,0.00000000,0.00000000,40.43519430,0.00000000,14.57145340,2.12485760,0.00000000,0.93058610,0.00000000,0.10802140,7.63766510,0.00000000,0.93058610,0.00000000,0.10736080,7.49720710,0.65469350,0.67672710,0.68664900,0.69611580,0.63006210,0.63225800,0.64989310
usp05-1047.arff,16,11,203,0.00000000,0.00000000,0.00000000,7.82501410,0.00000000,2.91307350,1.44049220,0.12473550,1.86075160,0.74461940,0.54850530,0.28029800,0.12473550,1.86075160,0.74461940,0.53212830,0.25479960,0.63643110,0.63065760,0.61576020,0.63766270,0.58554900,0.61527080,0.57868630
autoUniv-au7-1100-1552.arff,12,5,1100,0.00000000,0.00000000,0.00000000,5.90328530,0.00000000,1.74702120,2.58613730,0.00000000,0.07801870,0.00400590,0.02971280,1.10644350,0.00000000,0.07801870,0.00400590,0.02854710,0.97320240,0.64195830,0.64081700,0.61785960,0.64195830,0.64181820,0.64181820,0.63604140
lymph-10.arff,18,4,148,0.00000000,0.00000000,0.00000000,8.87286420,0.00000000,3.05905540,2.15353120,0.02912000,0.40188390,0.14434210,0.08678300,1.48824560,0.02912000,0.40188390,0.14434210,0.08446830,1.36757690,0.59224130,0.60027680,0.59601940,0.59654300,0.58246010,0.57804940,0.57845100
leaf-1482.arff,15,30,340,0.00000000,0.00000000,0.00000000,7.47352190,0.00000000,1.81243480,3.49444320,0.00000000,1.90726690,1.17337740,0.58317790,-0.32923140,0.00000000,1.90726690,1.17337740,0.56465960,-0.29733450,0.60605290,0.60629090,0.60683720,0.60683720,0.60155460,0.60389600,0.60389600
fri_c1_500_10-824.arff,10,2,500,0.00000000,0.00000000,0.00000000,4.87846260,0.00000000,1.63996540,1.93425440,0.00000000,0.37901040,0.00000000,0.13687070,1.82101950,0.00000000,0.37901040,0.00000000,0.13050110,1.55910320,0.67633300,0.67874550,0.67257670,0.67276060,0.67257670,0.67257670,0.67257670
auto_price-745.arff,15,2,159,0.00000000,0.00000000,0.00000000,7.32310090,0.00000000,2.75843990,1.66550280,0.00000000,0.69264920,0.60091050,0.27777640,-0.53188630,0.00000000,0.69264920,0.60091050,0.26895580,-0.48035560,0.71256410,0.71098370,0.70215890,0.71250000,0.71442230,0.69916230,0.65097470
molecular-biology_promoters-956.arff,58,2,106,0.00000000,0.00000000,0.00000000,28.90019680,0.00000000,11.48197100,1.62998900,0.00081130,0.90520030,0.02124020,0.11715300,7.25647130,0.00081130,0.90520030,0.02124020,0.11615590,7.07059240,0.64601600,0.65096170,0.65383960,0.66620860,0.58968610,0.61904760,0.59576110
fri_c0_500_50-888.arff,50,2,500,0.00000000,0.00000000,0.00000000,24.86967200,0.00000000,9.41054080,1.67355310,0.00000000,0.19224560,0.00000000,0.03290350,4.43474700,0.00000000,0.19224560,0.00000000,0.03257930,4.30316250,0.66117110,0.63877080,0.63722280,0.67370230,0.65631780,0.65631780,0.65631780
fri_c3_250_25-832.arff,25,2,250,0.00000000,0.00000000,0.00000000,12.46133080,0.00000000,4.45941960,1.83855420,0.00000000,0.39128510,0.00000000,0.09279520,3.40113960,0.00000000,0.39128510,0.00000000,0.09099320,3.20125980,0.70564970,0.69671580,0.70680220,0.70564970,0.70564970,0.68688120,0.70564970
fri_c0_250_25-773.arff,25,2,250,0.00000000,0.00000000,0.00000000,12.32760480,0.00000000,4.51309220,1.73055310,0.00000000,0.14759080,0.00000000,0.04088950,2.11290140,0.00000000,0.14759080,0.00000000,0.04009550,1.98872940,0.66993100,0.66777340,0.68680220,0.68916000,0.65880220,0.65880220,0.64029420
fri_c1_100_25-812.arff,25,2,100,0.00000000,0.00000000,0.00000000,12.37996310,0.00000000,4.77943310,1.64658720,0.00000000,0.43205820,0.00000000,0.11208270,3.32878520,0.00000000,0.43205820,0.00000000,0.10990610,3.13315760,0.66917350,0.66631900,0.66476250,0.68764970,0.63764970,0.66888120,0.66888120
water-treatment-940.arff,38,2,527,0.00000000,0.00000000,0.00000000,18.97033600,0.00000000,5.24317400,2.97633420,0.00000000,0.61433310,0.06476820,0.19314560,1.00085340,0.00000000,0.61433310,0.06476820,0.19065330,0.96190420,0.61121150,0.61000930,0.60747000,0.61137440,0.58672990,0.61137440,0.61066100
heart-h-963.arff,13,2,294,0.00000000,0.00000000,0.00000000,6.49019070,0.00000000,1.60295700,3.37881840,0.00000000,0.25393350,0.01737220,0.10098210,1.27047230,0.00000000,0.25393350,0.01737220,0.09730880,1.12895620,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000
fri_c1_100_50-876.arff,50,2,100,0.00000000,0.00000000,0.00000000,24.92746160,0.00000000,9.90983190,1.63096600,0.00000000,0.18718580,0.00000000,0.02647210,7.07106780,0.00000000,0.18718580,0.00000000,0.02621130,6.86126030,0.68929580,0.71491220,0.70130340,0.74946540,0.66620320,0.67770230,0.66000000
fri_c2_500_50-920.arff,50,2,500,0.00000000,0.00000000,0.00000000,24.93898830,0.00000000,8.86710730,2.12572450,0.00000000,0.46331830,0.00000000,0.08482730,4.81396460,0.00000000,0.46331830,0.00000000,0.08399150,4.67112820,0.72946540,0.69131610,0.66354500,0.73090510,0.72946540,0.72946540,0.72946540
fri_c2_1000_25-903.arff,25,2,1000,0.00000000,0.00000000,0.00000000,12.32506860,0.00000000,4.26471900,2.14884900,0.00000000,0.40939730,0.00000000,0.11171260,3.26461190,0.00000000,0.40939730,0.00000000,0.10954330,3.07275560,0.68229420,0.68196920,0.67580220,0.68229420,0.68229420,0.68229420,0.68229420
mc2-1054.arff,39,2,161,0.00000000,0.00000000,0.00000000,19.31976390,0.00000000,6.33008960,2.11626940,0.00000000,0.16750800,0.07981300,0.04660200,0.06921690,0.00000000,0.16750800,0.07981300,0.04601580,0.06659140,0.66557080,0.67373600,0.66312070,0.68125000,0.64930590,0.65555590,0.64375000
rmftsa_ladata-717.arff,10,2,508,0.00000000,0.00000000,0.00000000,4.93912980,0.00000000,1.48908240,2.32648550,0.00000000,0.56070310,0.12070480,0.17865770,1.21986740,0.00000000,0.56070310,0.12070480,0.17034340,1.04441450,0.60438140,0.60593510,0.60636970,0.60464230,0.59802960,0.59802960,0.60096600
hungarian-858.arff,13,2,294,0.00000000,0.00000000,0.00000000,6.44670300,0.00000000,1.66992670,3.15352460,0.00000000,0.25393350,0.01737220,0.10098210,1.27047230,0.00000000,0.25393350,0.01737220,0.09730880,1.12895620,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000,0.60000000
fri_c0_1000_25-849.arff,25,2,1000,0.00000000,0.00000000,0.00000000,12.21633320,0.00000000,4.62934590,1.66371380,0.00000000,0.15740010,0.00000000,0.04266460,2.52337980,0.00000000,0.15740010,0.00000000,0.04183610,2.37508460,0.66018450,0.65293330,0.64735250,0.65664970,0.65664970,0.66180220,0.66180220
vowel-1016.arff,13,2,990,0.00000000,0.00000000,0.00000000,6.45882800,0.00000000,1.90564340,2.71170590,0.00000000,0.26807800,0.04457250,0.07285840,2.11676880,0.00000000,0.26807800,0.04457250,0.07020810,1.88098500,0.60674060,0.60865000,0.60894370,0.60894370,0.60505050,0.60505050,0.60389310
fri_c4_500_50-805.arff,50,2,500,0.00000000,0.00000000,0.00000000,24.96715790,0.00000000,8.87546410,2.12767390,0.00000000,0.27081260,0.00000000,0.05374090,4.46770250,0.00000000,0.27081260,0.00000000,0.05321140,4.33514010,0.73993260,0.67640840,0.65797720,0.74631780,0.63305720,0.73231780,0.74090510
kc3-1065.arff,39,2,458,0.00000000,0.00000000,0.00000000,19.47310230,0.00000000,4.35431810,4.47213600,0.00000000,0.09721630,0.06881520,0.02495370,-0.90014630,0.00000000,0.09721630,0.06881520,0.02463980,-0.86600290,0.60888740,0.61077720,0.61274130,0.61386900,0.60655740,0.59781420,0.60437160
fri_c3_1000_25-715.arff,25,2,1000,0.00000000,0.00000000,0.00000000,12.33863480,0.00000000,4.25900940,1.93280330,0.00000000,0.35476090,0.00000000,0.08936200,3.12905020,0.00000000,0.35476090,0.00000000,0.08762660,2.94516070,0.73555930,0.73381990,0.72416000,0.73880220,0.73564970,0.73564970,0.73880220
autoUniv-au1-1000-1547.arff,20,2,1000,0.00000000,0.00000000,0.00000000,9.97191270,0.00000000,3.05402700,2.25695620,0.00000000,0.01470180,0.00000000,0.00577640,1.52142520,0.00000000,0.01470180,0.00000000,0.00563720,1.41014800,0.62640890,0.63037650,0.61500000,0.61500000,0.61806910,0.61500000,0.61500000
anneal-989.arff,38,2,898,0.00000000,0.00000000,0.00000000,18.90213910,0.00000000,5.74324340,2.88897210,0.00000000,0.21212740,0.00000000,0.04253360,3.54837240,0.00000000,0.21212740,0.00000000,0.04198470,3.41028390,0.60070700,0.60690040,0.61288690,0.61621830,0.59124200,0.59834270,0.59505970
MegaWatt1-1442.arff,37,2,253,0.00000000,0.00000000,0.00000000,18.47441540,0.00000000,5.24860840,2.93390770,0.00000000,0.09968420,0.05655760,0.03512290,-0.18651700,0.00000000,0.09968420,0.05655760,0.03465770,-0.17906490,0.60625860,0.60774800,0.60560620,0.60640450,0.59848370,0.59207920,0.59530570
Touch2-42544.arff,10,8,265,0.00000000,0.00000000,0.00000000,4.98105380,0.00000000,1.31323820,3.09272700,0.00000000,0.98438230,0.49117430,0.34944400,-0.08970350,0.00000000,0.98438230,0.49117430,0.33318180,-0.07680150,0.59514410,0.60095000,0.59676060,0.60012390,0.57735850,0.57748230,0.58166620
fri_c4_250_10-863.arff,10,2,250,0.00000000,0.00000000,0.00000000,4.86811330,0.00000000,1.65763140,1.82133090,0.00000000,0.24690460,0.00000000,0.10052850,1.42192060,0.00000000,0.24690460,0.00000000,0.09585020,1.21740640,0.64256260,0.64686900,0.64317300,0.64857670,0.63657670,0.63657670,0.64317300
boston_corrected-825.arff,20,2,506,0.00000000,0.00000000,0.00000000,9.81914570,0.00000000,4.01986400,1.09853860,0.00003210,0.56340280,0.24881640,0.14361970,0.14109210,0.00003210,0.56340280,0.24881640,0.14015850,0.13077260,0.60217830,0.60701180,0.61054670,0.60450910,0.59208110,0.60098990,0.59703980
bridges-327.arff,12,6,105,0.00000000,0.00000000,0.00000000,5.95933990,0.00000000,1.96633310,2.18025430,0.00000000,2.31760280,0.36263260,0.67599380,1.86746500,0.00000000,2.31760280,0.36263260,0.64947380,1.64257960,0.62746370,0.64272060,0.63231840,0.60952380,0.60952380,0.60952380,0.60952380
kc2-1063.arff,21,2,522,0.00000000,0.00000000,0.00000000,10.47647070,0.00000000,2.93890100,2.53327950,0.05595100,0.24146120,0.19383640,0.03929380,-1.83906700,0.05595100,0.24146120,0.19383640,0.03839040,-1.71083300,0.61339710,0.61348700,0.61240510,0.61586910,0.60247200,0.60307060,0.61339710
fri_c2_100_10-762.arff,10,2,100,0.00000000,0.00000000,0.00000000,4.98444010,0.00000000,1.74476730,1.81557880,0.00000000,0.39660810,0.00000000,0.14441590,1.95017490,0.00000000,0.39660810,0.00000000,0.13769520,1.66968220,0.64676060,0.66706300,0.63717300,0.66676060,0.64676060,0.64676060,0.64676060
cylinder-bands-6332.arff,39,2,540,0.00000000,0.00000000,0.00000000,19.46094890,0.00000000,6.77861130,2.13698700,0.00000000,0.83569930,0.01682920,0.17815020,3.93517410,0.00000000,0.83569930,0.01682920,0.17590930,3.78590930,0.64721630,0.66151770,0.64630020,0.68398950,0.61331820,0.63083100,0.61264840
vehicle-994.arff,18,2,846,0.00000000,0.00000000,0.00000000,8.94501890,0.00000000,2.63023510,2.90179970,0.01306440,0.28094680,0.10920410,0.09106790,0.40563550,0.01306440,0.28094680,0.10920410,0.08863900,0.37274610,0.59364450,0.59453830,0.59515700,0.59515700,0.55977510,0.57778340,0.57778340
autoHorse-840.arff,25,2,205,0.00000000,0.00000000,0.00000000,12.42783210,0.00000000,4.73497710,1.66095630,0.00000000,0.57250180,0.20031760,0.20101070,0.29795770,0.00000000,0.57250180,0.20031760,0.19710720,0.28044720,0.64071390,0.65157610,0.65058760,0.66458690,0.59512190,0.61919250,0.63382660
solar-flare-40686.arff,12,5,315,0.00000000,0.00000000,0.00000000,5.92456370,0.00000000,2.14075490,1.50067700,0.01615140,0.87307350,0.05846310,0.31513350,1.87001480,0.01615140,0.87307350,0.05846310,0.30277050,1.64482240,0.61286160,0.62110630,0.61568770,0.62279460,0.59981470,0.60376200,0.60376200
fri_c1_1000_10-910.arff,10,2,1000,0.00000000,0.00000000,0.00000000,4.90210070,0.00000000,1.64921420,1.83750260,0.00000000,0.33694100,0.00734980,0.13208750,1.72173430,0.00000000,0.33694100,0.00734980,0.12594050,1.47409810,0.65757670,0.65741000,0.65757670,0.65757670,0.65757670,0.65757670,0.65757670
fri_c0_100_10-808.arff,10,2,100,0.00000000,0.00000000,0.00000000,4.95512470,0.00000000,1.78773320,1.60924970,0.00000000,0.12002060,0.00000000,0.04898650,1.78510870,0.00000000,0.12002060,0.00000000,0.04670680,1.52835740,0.67054980,0.66999380,0.67257670,0.59676060,0.65257670,0.61019380,0.65257670
mu284-880.arff,10,2,284,0.00000000,0.00000000,0.00000000,4.01388890,0.00000000,1.75222910,0.47755210,0.00000000,1.00000000,0.05904220,0.33721980,1.92890540,0.00000000,1.00000000,0.05904220,0.32152650,1.65147190,0.67017540,0.67017540,0.67017540,0.67017540,0.67017540,0.67017540,0.59298240
MiceProtein-40966.arff,81,8,1080,0.00000000,0.00000000,0.00000000,40.25778590,0.00000000,14.12679680,2.14036750,0.00000000,2.99302680,0.21760540,0.40254600,3.96241070,0.00000000,2.99302680,0.21760540,0.40008390,3.88954130,0.63420480,0.63011880,0.63177920,0.63425920,0.63097380,0.62921720,0.63360090
audiology-7.arff,69,24,226,0.00000000,0.00000000,0.00000000,34.39175810,0.00000000,14.46258290,1.27790810,0.00883550,0.90344090,0.04434830,0.20500830,2.21182350,0.00883550,0.90344090,0.04434830,0.20353860,2.16412890,0.64020940,0.64313780,0.63576820,0.64770080,0.64543180,0.63838840,0.64239460
vote-56.arff,16,2,435,0.00000000,0.00000000,0.00000000,7.90926310,0.00000000,2.31982650,2.88985080,0.00001170,0.70785410,0.20676860,0.18173480,1.00179550,0.00001170,0.70785410,0.20676860,0.17630860,0.91066330,0.60954450,0.60952670,0.60965080,0.60980030,0.60919540,0.60919540,0.60980030
fri_c1_100_10-789.arff,10,2,100,0.00000000,0.00000000,0.00000000,4.93028850,0.00000000,1.70979720,1.80498130,0.00000000,0.38451020,0.00000000,0.12789700,2.37361950,0.00000000,0.38451020,0.00000000,0.12194500,2.03222300,0.72676060,0.72628780,0.72676060,0.72676060,0.72676060,0.72676060,0.72676060
prnn_fglass-996.arff,9,2,214,0.00000000,0.00000000,0.00000000,4.28626830,0.00000000,1.60335770,1.35415450,0.00000000,0.24097530,0.06721940,0.07924970,1.50240810,0.00000000,0.24097530,0.06721940,0.07518280,1.26293250,0.75574190,0.75529210,0.73088730,0.75348840,0.59164300,0.71162790,0.59164300
zoo-965.arff,17,2,101,0.00000000,0.00000000,0.00000000,8.24775230,0.00000000,2.85141030,1.87537690,0.00063680,0.97431970,0.17242770,0.33393150,1.17313440,0.00063680,0.97431970,0.17242770,0.32452310,1.07255070,0.60000000,0.59927520,0.60000000,0.60000000,0.59629420,0.59828020,0.59629420
fri_c3_500_50-937.arff,50,2,500,0.00000000,0.00000000,0.00000000,24.85951980,0.00000000,7.62160920,2.88803260,0.00000000,0.34313370,0.00000000,0.05775050,4.85879760,0.00000000,0.34313370,0.00000000,0.05718160,4.71463100,0.76290510,0.69820180,0.70447960,0.76290510,0.64438100,0.76290510,0.76290510
DiabeticMellitus-41430.arff,97,2,281,0.00000000,0.00000000,0.00000000,48.40888460,0.00000000,17.41498600,2.12499500,0.00000000,0.88567900,0.00000000,0.09255130,9.02494870,0.00000000,0.88567900,0.00000000,0.09207790,8.88620050,0.73928570,0.69479990,0.68956810,0.73928570,0.73928570,0.73928570,0.73928570
soybean-42.arff,35,19,683,0.00000000,0.00000000,0.00000000,17.46568440,0.00000000,6.48929790,1.67818410,0.04608950,1.15172420,0.36135100,0.30296310,0.60076470,0.04608950,1.15172420,0.36135100,0.29872560,0.57540970,0.56986530,0.58346410,0.58243490,0.57128300,0.54315080,0.57019220,0.55771660
breast-w-15.arff,9,2,699,0.00000000,0.00000000,0.00000000,4.46203300,0.00000000,1.14294650,3.19792120,0.19785190,0.67458760,0.50485260,0.14111490,-1.07041930,0.19785190,0.67458760,0.50485260,0.13387330,-0.89980030,0.59629420,0.59562750,0.59629420,0.59486560,0.59057990,0.58992390,0.58706670
