Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_hdil_max,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
heart-h-1565.arff,13,5,294,6.4605394,1.9186188,2.4544248,0,0.2855763,0,0.1195334,0.7975466,0,0.2855763,0,0.1151852,0.708709,0.6050361,0.6106753,0.6184711,0.6184711,0.5948022,0.5973424,0.5973424
Touch2-42544.arff,10,8,265,4.9810538,1.3132382,3.092727,0,0.9843823,0.4911743,0.349444,-0.0897035,0,0.9843823,0.4911743,0.3331818,-0.0768015,0.5951441,0.60095,0.5967606,0.6001239,0.5773585,0.5774823,0.5816662
soybean-1023.arff,35,2,683,17.4332928,5.1933944,2.8948244,0.0001022,0.1301431,0.0262132,0.0349417,1.2560112,0.0001022,0.1301431,0.0262132,0.034453,1.2030018,0.5975953,0.5984929,0.6035175,0.6048229,0.5812431,0.5847769,0.5862763
heart-statlog-53.arff,13,2,270,6.4703347,2.1143887,2.1677788,0,0.2030302,0.1099167,0.0722601,0.0659822,0,0.2030302,0.1099167,0.0696315,0.0586325,0.6280628,0.6293458,0.6281355,0.6281355,0.6281355,0.6281355,0.6061673
solar-flare-40686.arff,12,5,315,5.9245637,2.1407549,1.500677,0.0161514,0.8730735,0.0584631,0.3151335,1.8700148,0.0161514,0.8730735,0.0584631,0.3027705,1.6448224,0.6128616,0.6211063,0.6156877,0.6227946,0.5998147,0.603762,0.603762
lymph-1006.arff,18,2,148,8.894287,3.0932621,2.1375494,0,0.3109691,0.0366084,0.0843887,1.7091373,0,0.3109691,0.0366084,0.082138,1.5705585,0.5963608,0.5999138,0.5892398,0.6012096,0.584829,0.5860674,0.5782755
qsar-biodeg-1494.arff,41,2,1055,20.4741855,5.7439074,2.9512991,0,0.2176014,0.0568005,0.0549338,0.8062305,0,0.2176014,0.0568005,0.0542759,0.7771229,0.6056537,0.6152011,0.6103767,0.6161138,0.5934506,0.5981043,0.5968168
fri_c4_1000_10-751.arff,10,2,1000,4.8774615,1.7127924,1.7506217,0,0.3522649,0,0.1246261,1.8479557,0,0.3522649,0,0.1188263,1.5821652,0.6605767,0.6605767,0.638173,0.6605767,0.6605767,0.6605767,0.6605767
lymph-10.arff,18,4,148,8.8728642,3.0590554,2.1535312,0.02912,0.4018839,0.1443421,0.086783,1.4882456,0.02912,0.4018839,0.1443421,0.0844683,1.3675769,0.5922413,0.6002768,0.5960194,0.596543,0.5824601,0.5780494,0.578451
ar4-1061.arff,29,2,107,14.4749018,4.9782086,2.1361357,0,0.2721521,0.1448515,0.07932,-0.4281369,0,0.2721521,0.1448515,0.0779868,-0.406391,0.6305883,0.6334094,0.6268682,0.6269546,0.6186046,0.6115169,0.6186046
SPECT-336.arff,22,2,267,10.9696346,3.7454871,2.1383322,0.0006337,0.133857,0.01197,0.0370186,1.9054886,0.0006337,0.133857,0.01197,0.0362049,1.7785438,0.632376,0.635785,0.6195654,0.6323572,0.6323572,0.6323572,0.6143639
anneal-2.arff,38,6,898,18.8900714,5.7484243,2.8887379,0,0.4232936,0,0.0929075,2.7721444,0,0.4232936,0,0.0917087,2.6642636,0.5927142,0.6030108,0.6048931,0.6084301,0.591242,0.5879458,0.5959794
fri_c3_500_10-936.arff,10,2,500,4.7773205,1.6997405,1.7647384,0,0.3026959,0,0.1203653,1.6477799,0,0.3026959,0,0.1147638,1.4107805,0.6558348,0.6585767,0.6585767,0.6585767,0.6381938,0.6585767,0.6585767
fri_c4_250_25-933.arff,25,2,250,12.3984137,4.5675625,1.7152256,0,0.403416,0,0.0960719,3.2007377,0,0.403416,0,0.0942062,3.0126352,0.7156341,0.71142,0.7122942,0.7282942,0.7082942,0.7096497,0.7096497
