Instances,feature_num_features,feature_num_classes,feature_num_instances,feature_hdil_max,feature_hdil_stdev,feature_hdil_skewness,feature_infog_class_min,feature_infog_class_max,feature_infog_class_median,feature_infog_class_stdev,feature_infog_class_skewness,feature_infog_feature_min,feature_infog_feature_max,feature_infog_feature_median,feature_infog_feature_stdev,feature_infog_feature_skewness,algo_AMSO,algo_GA,algo_EDA,algo_SFS,algo_PCR,algo_IGFS,algo_REL
fri_c3_1000_50-806.arff,50,2,1000,24.7834545,7.611375,2.8879685,0,0.3411049,0,0.0626302,4.6145973,0,0.3411049,0,0.0620131,4.4776763,0.706746,0.6586518,0.6176589,0.7073178,0.7059051,0.7059051,0.7059051
synthetic_control-1004.arff,61,2,600,30.4723543,6.8138256,4.472136,0,0.6500224,0.0723417,0.1543071,1.9359442,0,0.6500224,0.0723417,0.1530577,1.8887715,0.6,0.5980299,0.5976497,0.6,0.6,0.6,0.5995653
fri_c4_100_50-932.arff,50,2,100,24.9456201,9.604102,1.4520043,0,0.3973686,0,0.0609844,5.6221982,0,0.3973686,0,0.0603836,5.4553804,0.7084271,0.6905226,0.7052228,0.7189051,0.7094654,0.7094654,0.7094654
vehicle-54.arff,18,4,846,8.9384588,2.6703248,2.8936476,0.0545856,0.5710829,0.2306834,0.1680381,0.6131281,0.0545856,0.5710829,0.2306834,0.1635563,0.563415,0.5977331,0.6098728,0.6114115,0.5811584,0.571784,0.5795661,0.5978195
SPECTF-1600.arff,44,2,267,21.9167151,7.5149427,2.1665156,0,0.1550945,0.0432889,0.0433274,0.6878012,0,0.1550945,0.0432889,0.0428433,0.6646428,0.6640976,0.6673096,0.6635889,0.6747664,0.6451869,0.6407284,0.6422058
regime_alimentaire-42172.arff,19,2,202,9.3045876,2.8452994,2.8881978,0.0091414,0.4087815,0.0343901,0.1035764,2.4085651,0.0091414,0.4087815,0.0343901,0.1009538,2.2233337,0.6676195,0.6641074,0.6491232,0.6676195,0.654321,0.654321,0.6344918
fri_c2_100_50-922.arff,50,2,100,24.9153616,10.5962585,1.2598649,0,0.5591893,0,0.1040406,4.6295332,0,0.5591893,0,0.1030156,4.4921691,0.7094654,0.6723256,0.6663301,0.7094654,0.6889051,0.7094654,0.7094654
spectrometer-954.arff,102,2,531,50.9722951,13.946005,2.9963146,0,0.4802365,0.0796116,0.088322,1.4392951,0,0.4802365,0.0796116,0.0878922,1.4182465,0.6281777,0.6222463,0.6230872,0.631289,0.6225821,0.6187555,0.6175264
fri_c4_100_25-868.arff,25,2,100,12.4125614,4.9163066,1.33347,0,0.3360631,0,0.0950498,2.655906,0,0.3360631,0,0.093204,2.4998225,0.6502606,0.6515913,0.6593629,0.6488812,0.64316,0.6448022,0.6462942
chscase_whale-939.arff,9,2,228,3.9569098,1.4686552,1.4628754,0,0.9117179,0,0.303906,3,0,0.9117179,0,0.2883105,2.5218164,0.6,0.6,0.6,0.6,0.6,0.6,0.6
fri_c3_500_10-936.arff,10,2,500,4.7773205,1.6997405,1.7647384,0,0.3026959,0,0.1203653,1.6477799,0,0.3026959,0,0.1147638,1.4107805,0.6558348,0.6585767,0.6585767,0.6585767,0.6381938,0.6585767,0.6585767
KungChi3-1441.arff,39,2,123,19.4712571,6.6812733,2.1450825,0,0.1440279,0,0.0490218,0.3494247,0,0.1440279,0,0.0484052,0.3361707,0.630256,0.6293173,0.6233977,0.631959,0.6244898,0.6312215,0.6244898
